"","Station_code","CWV","ELV","AOD","PM2.5","Temp","RH","NDVI","WD","WS","BLH","Press","season","day","month","lon","lat","h2o_rf","h2o_rf_m","cvpreds_10","h2o_rf_m_10","cvpreds_sp","h2o_drf_sp","cvpreds_temp","h2o_drf_temp"
"881","21",1.27,225.2033844,0.419,272.9695833,287.9554443,66.84432983,0.163668037,311.0542908,1.928122163,183.7980652,990.6514844,"DJF","19",1,77.2735737,28.5512005,256.198604888916,259.065902786255,237.928634872437,260.769315185547,254.361769714355,262.502727661133,85.9078406238556,258.763600921631
"882","21",1.447,225.2033844,0.957695559,150.0945833,286.795166,86.75186157,0.167958354,42.17915726,1.677840829,246.4656372,990.9103906,"DJF","23",1,77.2735737,28.5512005,142.111254577637,137.88512638092,136.987542381287,140.974517288208,137.358073539734,139.493862915039,97.9986447715759,140.960070343018
"883","21",1.406,225.2033844,0.653904736,73.07375,285.9438782,76.12145996,0.1684,335.2723999,2.570340395,381.5374451,992.5459375,"DJF","25",1,77.2735737,28.5512005,74.5995013618469,72.9526006889343,73.3138097572327,73.4721622085571,72.772380771637,72.9634457397461,75.4043649959564,73.1021879196167
"884","21",0.7175,225.2033844,0.4125,96.17875,284.7235718,70.17854309,0.167002822,324.2049866,2.749855518,422.1061401,995.1553906,"DJF","26",1,77.2735737,28.5512005,96.1663175010681,96.9486206817627,96.5368273353577,98.1860369110107,94.7804962921143,97.9174097824097,75.4112108325958,97.3148482513428
"885","21",0.689,225.2033844,0.159320567,137.4327273,284.7674561,55.93245697,0.158357709,305.1381836,3.168601036,296.0162964,993.7483594,"DJF","29",1,77.2735737,28.5512005,140.007325057983,134.109905548096,131.957730560303,133.479818000793,129.801409492493,132.641623725891,74.9821386432648,133.152810096741
"886","21",1.2255,225.2033844,1.208990915,144.6209091,286.9457703,79.29689789,0.1485,304.6658325,2.65926528,306.9377747,991.6214063,"DJF","33",2,77.2735737,28.5512005,174.823684768677,175.251872406006,186.035503768921,174.944545898437,193.312791213989,173.739413909912,144.479513339996,176.252357635498
"887","21",0.977,225.2033844,0.724679229,119.5533333,286.7884827,78.29411316,0.148398002,294.0298157,2.150514841,283.4780579,992.6539063,"DJF","34",2,77.2735737,28.5512005,140.372407913208,129.239834098816,134.887262458801,129.238526420593,131.433145027161,129.589333648682,144.084041519165,128.50823425293
"888","21",0.8275,225.2033844,0.465,123.91375,287.0540161,77.7008667,0.1493868,304.8289795,1.655045629,217.0378723,993.5392188,"DJF","35",2,77.2735737,28.5512005,126.585120773315,129.111564369202,137.763667945862,129.097306251526,132.607510032654,130.826992073059,150.685428142548,130.707235374451
"889","21",1.5945,225.2033844,0.987687033,148.7741667,290.6342773,84.63366699,0.153784901,133.24646,2.629769802,337.4841614,985.9646875,"DJF","37",2,77.2735737,28.5512005,159.164291114807,159.433530693054,164.827749938965,161.533235397339,164.831712036133,160.936632995605,86.4679131698608,160.085452575684
"890","21",1.037,225.2033844,0.4145,79.19958333,286.4768982,72.9537735,0.159990553,329.4527893,2.493093014,454.8217468,989.6428125,"DJF","39",2,77.2735737,28.5512005,73.5807834625244,69.8247701072693,66.552456703186,69.0541414451599,66.9904044151306,70.7689231872559,88.2023986434937,69.4513831710815
"891","21",0.7555,225.2033844,0.3435,64.10869565,286.1904297,64.61934662,0.163238786,304.6057129,3.194307327,391.4981689,992.0026563,"DJF","40",2,77.2735737,28.5512005,71.4330511474609,72.3143560028076,76.0522081184387,72.3564754104614,73.9805532264709,72.2382690620422,90.7177613449097,71.8271173286438
"892","21",1.321,225.2033844,0.212872072,52.22909091,291.1591187,73.06278229,0.205379358,317.0701599,3.429824352,519.3642578,989.9717188,"DJF","53",2,77.2735737,28.5512005,62.8287243270874,63.6393760681152,65.4527591896057,63.7419588470459,66.0860054397583,62.9780111503601,84.9816864776611,63.0799007606506
"893","21",0.83,225.2033844,0.183,35.95904762,288.6925659,59.97364807,0.209243453,310.364624,3.75620842,436.5326233,988.6089844,"DJF","54",2,77.2735737,28.5512005,46.0519636821747,46.5948671913147,48.9221415424347,46.2803767776489,49.956390209198,46.069095954895,88.2170503997803,46.8998795509338
"894","21",1.088,225.2033844,0.1685,80.47347826,289.1664734,62.70111084,0.212325006,327.8547363,2.251214743,335.0345459,985.5128906,"DJF","55",2,77.2735737,28.5512005,78.2244935035706,81.3105034255981,83.4227007675171,82.7060656166077,82.906268196106,84.3626108169556,88.703396396637,82.4845320701599
"895","21",1.015,225.2033844,0.30236433,87.71625,286.5637817,69.21831512,0.211861272,319.7523193,2.32964921,551.5977173,988.9211719,"DJF","59",2,77.2735737,28.5512005,90.3252967262268,86.61335521698,86.8295811462402,87.8881046295166,86.561883354187,87.9391819000244,86.0751570510864,87.1589506912231
"896","21",0.933,225.2033844,0.4295,75.8647619,287.4749146,66.32533264,0.208505818,334.2037659,2.23505044,352.6089478,989.3967969,"MAM","60",3,77.2735737,28.5512005,85.0974838256836,83.6588948440552,88.2605864334107,84.5450547599793,86.5657803535461,86.3728285217285,86.3955709838867,84.6348609733582
"897","21",1.1755,225.2033844,0.466,82.37625,289.6825562,65.08089447,0.1846,304.0943604,2.709567547,559.6378784,985.5664063,"MAM","65",3,77.2735737,28.5512005,81.081504650116,81.7808987808228,77.9742310523987,80.8163435173035,78.4334636878967,81.5129043197632,73.2885074138641,80.4764945220947
"898","21",1.2665,225.2033844,0.081,102.5095455,290.1800537,63.54682541,0.180223537,342.4659729,1.721122742,418.0283203,985.8878906,"MAM","66",3,77.2735737,28.5512005,100.69380903244,105.014076728821,104.407820472717,105.422865028381,98.1327168273926,105.530259819031,79.9810887813568,104.550911216736
"899","21",1.759,225.2033844,0.292580095,73.11045455,292.0403137,58.349823,0.172923534,344.8300476,2.97407794,471.195343,987.3617188,"MAM","68",3,77.2735737,28.5512005,67.3715143966675,66.2229697036743,64.5051600265503,66.9174380302429,63.8672590446472,67.3360648155212,84.8365187549591,66.1767420578003
"900","21",1.2985,225.2033844,0.476,71.60125,291.5397949,64.70595551,0.161339635,329.8752441,2.859028339,535.1831055,991.2771094,"MAM","74",3,77.2735737,28.5512005,70.9802191925049,72.9828421974182,72.9402188873291,73.9022566223145,71.0128924179077,72.1536734390259,85.7239944553375,72.2221232604981
"901","21",1.19,225.2033844,0.232302293,99.81458333,293.282135,55.11132813,0.160603171,326.4831848,1.962010145,439.2764893,987.78875,"MAM","77",3,77.2735737,28.5512005,96.3125685882568,97.8840860748291,95.2860732841492,97.741484336853,93.8222957992554,97.3945760345459,84.3472050380707,97.8443798446655
